mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,molecules
2.18,71.41,-0.2542,0.0143,0.2685,1288.1865,0.122359,-437.865014,-437.855805,-437.854861,-437.899647,33.061,C#CCC1NC(=O)C1O
4.4139,75.65,-0.2114,-0.0199,0.1915,1180.1176,0.125037,-442.104207,-442.096235,-442.095291,-442.136461,30.659,Cc1cc(F)ncc1N
2.8341,71.3,-0.2371,0.063,0.3001,1114.3696,0.165739,-365.014844,-365.006386,-365.005442,-365.04813,31.204,OC(C1CC1)C1CN1
2.1706,68.4,-0.2598,-0.0104,0.2494,1100.1414,0.112361,-453.951402,-453.943318,-453.942374,-453.984283,30.302,N=C1OC2(C(N)=O)CC12
3.5012,74.83,-0.2717,0.0024,0.2741,1263.9156,0.136818,-417.945332,-417.937184,-417.93624,-417.978222,30.839,N#CC12CC(CO)(C1)N2
2.2335,78.89,-0.1742,0.0017,0.1759,1154.3423,0.126963,-434.142459,-434.134394,-434.13345,-434.17446,32.008,Nc1ccc(N)c(O)n1
2.3374,82.72,-0.2398,0.0757,0.3155,1431.4891,0.203154,-425.400496,-425.389634,-425.38869,-425.436776,39.303,CCC(OC)C1CC1O
2.4505,62.85,-0.266,-0.0401,0.2259,1370.6349,0.110985,-494.942781,-494.934415,-494.933471,-494.97759,28.712,O=CCC1OCC(=O)O1
1.8814,70.96,-0.2288,-0.0311,0.1977,949.4976,0.135544,-421.776345,-421.768656,-421.767712,-421.808516,29.764,O=C1C(O)C2C3CC3C12
0.2579,66.76,-0.2433,0.0989,0.3422,636.57,0.150143,-272.533448,-272.52758,-272.526636,-272.562685,23.884,CC1C2CC3C1C23
1.2056,84.47,-0.2293,0.0798,0.3091,1605.9446,0.193447,-404.29284,-404.283479,-404.282535,-404.327628,34.701,COC1CC(N2CC2)C1
1.8038,72.42,-0.2433,-0.0308,0.2125,1143.0702,0.173149,-386.14424,-386.134112,-386.133168,-386.179598,35.155,COC(C=O)C(C)C
2.2149,79.92,-0.2133,-0.0454,0.1679,1386.984,0.112815,-453.941113,-453.932987,-453.932042,-453.974147,29.534,O=CN1C=CC(=NO)C1
1.9811,74.91,-0.2323,0.0046,0.2369,1067.912,0.157996,-422.975491,-422.967066,-422.966122,-423.008234,32.977,CCC1(O)C2C=CC1O2
7.1371,64.45,-0.2489,-0.0012,0.2477,1039.232,0.125709,-475.002573,-474.995339,-474.994395,-475.034811,27.451,O=C([O-])C1OC2C[NH2+]C21
1.8192,84.8,-0.2387,0.0736,0.3123,1437.5371,0.195668,-367.159951,-367.151506,-367.150562,-367.19362,32.587,CCCC1C2CC3C1N23
2.0316,66.84,-0.2333,0.0006,0.2339,1338.6543,0.125264,-471.202647,-471.193842,-471.192897,-471.237086,31.305,OCCc1n[nH]nc1O
5.6227,68.84,-0.2714,-0.0646,0.2067,1475.453,0.092808,-361.460774,-361.451934,-361.45099,-361.496842,28.816,CC(=O)C#CCC#N
4.5387,81.31,-0.2661,0.0363,0.3024,1551.9136,0.169354,-403.146128,-403.136143,-403.135198,-403.18212,35.343,CCOCC1(C#N)CC1
3.1868,64.93,-0.2724,-0.0959,0.1765,1075.9516,0.100901,-473.877531,-473.869868,-473.868924,-473.910622,27.896,N=C1CCC(=O)C(=O)O1
4.9938,65.37,-0.2703,-0.0521,0.2183,1065.1787,0.092473,-361.444055,-361.435537,-361.434592,-361.478065,28.84,C#CC(C=O)CC#N
3.534,77.23,-0.2335,-0.0683,0.1653,1123.8158,0.124875,-437.872735,-437.864842,-437.863898,-437.90541,29.894,O=C1C=CCCC1=NO
2.1866,75.59,-0.2451,-0.0329,0.2122,1373.3336,0.146824,-439.042751,-439.03399,-439.033046,-439.076559,32.26,O=CC12CC(CO)C1N2
2.2809,73.42,-0.2731,-0.0688,0.2043,1669.1047,0.111746,-457.726255,-457.717604,-457.71666,-457.761698,28.91,O=CC#CC1COCO1
3.2522,47.4,-0.2549,-0.008,0.247,496.1172,0.08571,-285.288405,-285.283174,-285.28223,-285.317103,18.255,Cc1cnoc1
1.3183,82.88,-0.2358,0.0859,0.3217,1359.0676,0.196341,-404.325279,-404.316962,-404.316018,-404.358241,32.644,C1COCC(N2CC2)C1
3.6252,74.03,-0.2476,0.0098,0.2574,1161.1079,0.139182,-414.19495,-414.187173,-414.186229,-414.22777,28.896,CC1NC1c1ncn[nH]1
5.9469,70.9,-0.2065,0.0284,0.2349,1183.3875,0.138913,-451.329453,-451.321568,-451.320624,-451.362129,30.02,[NH3+]CCc1nn[nH]c1[O-]
3.1117,79.77,-0.232,-0.0153,0.2167,1030.1604,0.160438,-385.869201,-385.861689,-385.860745,-385.901244,29.772,O=C1C2CCC23CCC13
1.0997,81.53,-0.2489,0.0337,0.2825,1077.7179,0.156693,-385.828648,-385.819472,-385.818527,-385.86179,35.682,C#CC1(O)CC2CC21C
2.7959,79.59,-0.2418,0.0776,0.3194,1114.6834,0.170895,-403.095282,-403.086699,-403.085755,-403.128031,33.773,CC12CC1C1(CN1)C2O
4.4369,73.12,-0.2155,0.0311,0.2466,1043.5191,0.140361,-414.216516,-414.209285,-414.208341,-414.248358,27.678,CC1Cn2ncnc2N1
1.8591,77.48,-0.2485,0.0766,0.3251,932.8829,0.160744,-385.822005,-385.815216,-385.814272,-385.852669,28.825,CC12C3CC1C3C1OC12
1.9916,80.05,-0.2336,0.07,0.3036,1126.6051,0.170682,-403.072454,-403.063928,-403.062984,-403.10513,33.612,CC1NC12C1CC2(O)C1
4.0905,62.06,-0.2223,-0.0828,0.1395,802.9995,0.060723,-413.47313,-413.466964,-413.46602,-413.503687,22.218,c1cc2nnoc2o1
1.8894,77.06,-0.2358,0.0858,0.3216,941.0846,0.173582,-403.125902,-403.118806,-403.117861,-403.156789,30.07,CC12COC(C1)C1CN12
3.1489,78.89,-0.2276,-0.0064,0.2212,1040.2194,0.149963,-398.145998,-398.138182,-398.137238,-398.178417,30.193,N=C1NC=NC12CCC2
4.3602,83.69,-0.2346,0.0272,0.2618,1284.2407,0.183261,-383.293326,-383.283931,-383.282986,-383.3279,34.721,CC1CCC(C#N)N1C
4.1519,70.76,-0.2358,0.0562,0.292,1072.5513,0.148579,-438.989842,-438.982243,-438.981299,-439.022172,29.794,OCC1OC2C3NC3C12
3.6506,59.06,-0.2432,-0.0411,0.2021,852.1638,0.10503,-419.647371,-419.639892,-419.638948,-419.679223,27.316,O=C1CC(O)C12CO2
3.1178,76.98,-0.2155,-0.0819,0.1336,923.1595,0.094016,-411.78819,-411.782395,-411.781451,-411.81829,23.135,c1ncc2n[nH]ncc1-2
1.79,75.12,-0.2304,0.0862,0.3166,883.6457,0.17499,-348.950524,-348.942093,-348.941149,-348.982531,32.848,CC12CC(O1)C2(C)C
4.048,78.55,-0.2432,-0.0272,0.2159,1194.1739,0.180548,-424.241179,-424.231633,-424.230689,-424.275889,36.465,CC(=O)C1(C)CC(O)C1
1.6502,78.29,-0.2337,0.0075,0.2412,906.7242,0.162574,-385.86022,-385.853659,-385.852714,-385.890618,28.61,OC1C2C=CC3CC2C31
5.8347,81.13,-0.2076,-0.0567,0.1509,1271.9419,0.124618,-434.044559,-434.036128,-434.035183,-434.078009,30.871,CNc1cnoc(=N)c1
4.7921,69.15,-0.252,0.0004,0.2524,1339.8033,0.134185,-455.180582,-455.170664,-455.16972,-455.216503,34.745,CC(OCC#N)C(N)=O
1.5552,80.68,-0.2241,0.0804,0.3045,1042.8303,0.185023,-387.068348,-387.060839,-387.059895,-387.099903,30.934,CC1CCC2C3OC1C23
4.5793,51.5,-0.2148,0.0208,0.2355,624.5552,0.091043,-360.564233,-360.558066,-360.557121,-360.594356,21.876,Cn1ccoc1=O
5.8243,68.57,-0.2589,0.025,0.2839,989.5767,0.114819,-416.743313,-416.736818,-416.735874,-416.774191,26.065,N#CC1C2OC1C1NC12
3.7117,78.26,-0.2316,0.0257,0.2573,1769.0923,0.160807,-419.225117,-419.215941,-419.214997,-419.260896,32.58,OCCCc1ccn[nH]1
3.3674,70.6,-0.252,-0.0619,0.1901,1257.8409,0.101475,-432.89055,-432.8825,-432.881556,-432.924092,28.278,N#CC1=NC(C=O)CN1
2.6455,70.59,-0.2365,0.0734,0.3099,954.7739,0.166299,-365.018734,-365.010874,-365.00993,-365.050754,30.368,CCC1C(O)C2NC12
1.4266,87.96,-0.2188,0.0428,0.2616,1484.5218,0.157983,-385.837164,-385.82766,-385.826716,-385.872588,34.516,CC#CC12CCC1C2O
1.9808,80.8,-0.2401,0.0535,0.2936,1622.9189,0.155703,-422.980649,-422.970144,-422.9692,-423.017319,37.485,CC#CCC1(O)CC1O
0.3188,83.97,-0.2182,0.0144,0.2326,931.3196,0.162407,-348.717689,-348.71139,-348.710446,-348.747755,27.976,C1=CC2C3C=CC2(C1)C3
1.1535,80.88,-0.2377,0.0817,0.3193,1107.9817,0.184676,-387.069099,-387.061369,-387.060425,-387.100841,32.008,OC12CC1C1CCCC12
0.8928,88.21,-0.2559,0.0414,0.2973,1458.5837,0.201413,-388.25406,-388.242602,-388.241658,-388.290454,41.658,C#CC(C)(CCC)OC
2.4255,76.94,-0.2376,-0.0086,0.229,1228.071,0.157481,-423.017638,-423.008616,-423.007672,-423.051581,34.145,CCC1C2C(=O)CC12O
1.9525,72.87,-0.2507,0.0678,0.3185,969.0109,0.161264,-423.001613,-422.994217,-422.993273,-423.033427,29.752,OC1C2CCC2C2OC12
3.0518,76.76,-0.2427,-0.0321,0.2106,1341.2556,0.169545,-440.262202,-440.252751,-440.251807,-440.29754,33.933,O=CCN1CCC1CO
3.0093,72.53,-0.2419,-0.036,0.2059,1140.7602,0.156508,-460.145713,-460.136114,-460.135169,-460.180271,34.837,COC1(C=O)CCC1O
3.0961,76.33,-0.2228,-0.0135,0.2093,1033.0203,0.125006,-400.760454,-400.752379,-400.751435,-400.793139,30.771,C#CC1CC=CNC1=O
5.8531,58.81,-0.257,-0.0813,0.1757,914.1796,0.088637,-493.716976,-493.709694,-493.70875,-493.74894,27.1,O=C1OC2C(O)C2C1=O
4.5203,66.16,-0.2363,-0.0236,0.2127,1426.79,0.138607,-401.012806,-401.003221,-401.002276,-401.048893,31.827,CC(=O)CNCC=O
1.5069,63.6,-0.2631,0.0384,0.3015,910.6225,0.112427,-457.689296,-457.682702,-457.681757,-457.720238,26.232,C1OC12C1OC1C1OC12
2.4314,73.01,-0.2248,0.0281,0.2529,951.8987,0.139202,-417.981755,-417.975002,-417.974058,-418.01273,27.179,C1N=C2NCC2C2OC12
3.2071,72.54,-0.167,0.0437,0.2106,1181.632,0.135571,-455.158712,-455.14907,-455.148126,-455.193016,35.146,Cn1cc(O)c(N)c1O
2.093,83.14,-0.2383,0.078,0.3163,1593.6379,0.202989,-425.403405,-425.392601,-425.391657,-425.44009,39.349,CCOC1CC1C(C)O
3.485,73.36,-0.2454,-0.0245,0.2209,1282.8753,0.145398,-439.102359,-439.092862,-439.091917,-439.13796,33.553,O=CCC1(NC=O)CC1
2.1028,67.87,-0.2735,-0.0264,0.2471,1122.4546,0.123939,-475.063939,-475.055748,-475.054803,-475.097352,30.025,CC1OCC(=N)OC1=O
3.5936,76,-0.2482,0.0343,0.2825,1195.1449,0.18734,-366.304268,-366.294195,-366.293251,-366.340355,35.26,CCC(CC)NC=O
4.4763,76.53,-0.2614,0.025,0.2864,1246.569,0.148098,-401.934438,-401.926289,-401.925344,-401.967542,30.673,CC1OC2C(C#N)CC12
1.0198,61.48,-0.2496,0.0912,0.3409,1051.6942,0.164797,-272.83072,-272.822537,-272.821593,-272.863117,27.616,CCCCOC
0.3044,93.98,-0.2412,0.0873,0.3285,1883.2569,0.22904,-352.340153,-352.330227,-352.329283,-352.375614,37.458,CCCCC12CCC1C2
2.8111,82.23,-0.1756,0.0555,0.2311,1088.5027,0.162742,-382.106524,-382.098848,-382.097904,-382.138587,30.392,CC1CNc2cccn21
1.5871,62.53,-0.2504,0.0798,0.3301,691.3732,0.150654,-309.718177,-309.711849,-309.710905,-309.748,25.221,OC1CCC2CC12
1.8282,68.72,-0.2459,-0.0428,0.2031,950.4898,0.123909,-437.908364,-437.90063,-437.899686,-437.940838,28.994,CC12OC=NC1CC2=O
2.2855,78.95,-0.2548,0.0606,0.3154,2074.4338,0.203008,-462.560677,-462.549386,-462.548442,-462.59789,40.911,CC(O)CCC(O)CO
3.9781,69.64,-0.2774,-0.0206,0.2568,1138.772,0.122624,-434.05896,-434.048998,-434.048054,-434.093858,34.62,CNC(C#N)(C#N)CO
2.203,59.3,-0.2306,-0.0444,0.1861,868.1396,0.085948,-414.718842,-414.712593,-414.711648,-414.749102,23.871,Oc1cnc(O)nc1
3.2365,75.92,-0.2486,-0.0374,0.2112,1195.6984,0.134355,-421.833394,-421.825159,-421.824215,-421.86625,30.859,CC1=CC2(C=O)OC2C1
1.8241,82.73,-0.2496,0.0638,0.3133,1145.9966,0.181255,-387.021732,-387.012826,-387.011882,-387.054757,34.644,CC1C2C3C(O)C2C13C
4.5849,74.96,-0.2425,0.0215,0.264,1360.867,0.147401,-439.073256,-439.064704,-439.063759,-439.108214,30.289,O=CN1CC2(CCO2)C1
0.9034,88.33,-0.2438,0.014,0.2577,1346.6204,0.204466,-388.299885,-388.289983,-388.289038,-388.334458,37.502,COC1C=CC(C)(C)C1
1.9251,81.86,-0.2431,0.0636,0.3066,1256.8533,0.193279,-404.305546,-404.295985,-404.295041,-404.339905,35.836,CC(C)C1OCC12CN2
0.6019,87.34,-0.2193,-0.0655,0.1538,1686.3766,0.179744,-420.422316,-420.411068,-420.410123,-420.461885,38.241,CCN=C(C=O)NCC
2.0127,86.02,-0.2469,0.0738,0.3206,1587.5368,0.226042,-426.62766,-426.615947,-426.615003,-426.665636,41.961,CCOC(CO)C(C)C
2.658,88.47,-0.2092,0.0114,0.2205,1485.3738,0.136182,-380.885875,-380.876458,-380.875514,-380.922169,32.465,CC#Cc1cn[nH]c1C
3.4327,62.81,-0.2704,-0.0137,0.2567,886.419,0.117562,-395.993968,-395.985238,-395.984294,-396.02686,32.018,CC(O)(C#N)C(=N)N
2.9486,91.1,-0.2379,0.0193,0.2572,2641.511,0.167462,-403.12004,-403.108558,-403.107614,-403.159993,37.376,CC#CCCN=COC
4.9266,84.42,-0.2191,-0.0254,0.1936,1313.7629,0.14721,-402.007732,-401.998414,-401.99747,-402.043109,32.746,Cc1cn(C)cc1C=O
4.1036,72.45,-0.1771,-0.0039,0.1732,1101.7938,0.113661,-453.969622,-453.961747,-453.960802,-454.002646,29.651,N=COc1[nH]ccc1O
1.6869,86.01,-0.1652,-0.0065,0.1588,1149.8176,0.139011,-380.909631,-380.902151,-380.901207,-380.941303,29.623,Nc1cc2n(c1)CC=C2
1.2872,82.27,-0.2349,0.0122,0.247,1089.5382,0.184117,-387.097629,-387.089715,-387.088771,-387.129759,32.149,CCC12C=CC(CO1)C2
3.1582,84.19,-0.216,-0.0481,0.168,1243.6021,0.102394,-399.591459,-399.584049,-399.583104,-399.623331,28.571,C#Cc1ccc(=O)[nH]c1
5.6401,53.59,-0.2588,-0.0391,0.2196,700.9928,0.090065,-360.552974,-360.546551,-360.545606,-360.583651,22.012,O=CN1CCC1=O
2.3552,84.28,-0.2357,-0.0755,0.1602,1106.7686,0.12527,-396.934812,-396.926877,-396.925933,-396.967634,29.071,CN=c1cncccn1
1.913,83.82,-0.2401,0.0076,0.2478,1241.1859,0.183166,-387.094022,-387.085343,-387.084399,-387.127398,33.46,CCC12C=CCCC1O2
1.4564,76.37,-0.1976,0.0639,0.2615,1209.2589,0.168837,-440.209761,-440.200204,-440.199259,-440.243932,35.268,COC12CN(C)C1C2O
0.6886,65.97,-0.2607,0.0129,0.2737,889.9116,0.128269,-383.684653,-383.676337,-383.675393,-383.717466,30.571,C#CC1OC(C)C1O
0.6591,74.78,-0.2342,0.0578,0.292,1101.9601,0.158444,-422.961227,-422.953175,-422.952231,-422.993253,32.169,CC1C2C3OCC3(O)C12
1.7766,74.88,-0.2392,0.0077,0.2469,1190.3555,0.138747,-414.188782,-414.180926,-414.179981,-414.221873,29.189,CC1NC1c1nc[nH]n1
3.7502,72.65,-0.258,-0.0192,0.2388,1074.0785,0.112832,-416.764698,-416.75714,-416.756196,-416.79707,28.117,N#CC12CC(C1)N2C=O
1.0937,74.46,-0.2302,0.0787,0.3089,1000.408,0.150152,-401.863402,-401.856867,-401.855923,-401.89391,27.713,OC1C2C3C1C2N1CC31
1.1398,83.09,-0.2334,0.0195,0.2529,1112.8006,0.183858,-387.079814,-387.071823,-387.070879,-387.111873,32.369,COC12C=CCC(C1)C2
1.0438,74.45,-0.2514,-0.0988,0.1526,1785.4902,0.108196,-457.750853,-457.740525,-457.739581,-457.78833,33.927,CC(=O)C(=O)C#CCO
3.7633,67.69,-0.2384,-0.0116,0.2268,894.3,0.124351,-437.866124,-437.858794,-437.85785,-437.897715,28.304,CC12OCC3C1N3C2=O
3.7819,73.76,-0.2215,0.0175,0.239,1488.6369,0.113939,-412.966952,-412.958594,-412.957649,-413.000897,29.887,C#CCNc1ncn[nH]1
3.6062,79.85,-0.2084,0.0175,0.2259,1041.0259,0.137794,-380.844526,-380.837197,-380.836253,-380.876519,28.213,Cc1ncn2c1C1CC12
0.9451,61.01,-0.2508,0.0876,0.3384,817.8428,0.16427,-272.83269,-272.824541,-272.823597,-272.864643,28.268,COCC(C)C
1.7409,63.28,-0.247,-0.0011,0.2459,928.5911,0.110874,-374.875938,-374.869474,-374.86853,-374.90722,23.611,c1n[nH]nc1C1CN1
1.5661,75.65,-0.1968,0.0423,0.2391,1235.8091,0.147646,-435.277986,-435.268214,-435.26727,-435.313012,34.601,COc1[nH]nc(N)c1C
0.1087,92.78,-0.2193,0.0275,0.2469,1273.3324,0.205422,-351.164797,-351.155662,-351.154718,-351.19829,36.541,CC1(C)C=CC2(CC2)C1
4.8492,73.44,-0.2075,-0.0249,0.1826,930.5555,0.143942,-363.90884,-363.901229,-363.900284,-363.940555,28.678,CC1=CNCCC1=O
1.5188,78.99,-0.2484,0.0375,0.2859,1028.0581,0.160018,-385.849674,-385.841731,-385.840787,-385.882262,31.215,C#CC1CC2CCC2O1
2.0131,82.23,-0.2113,0.0265,0.2378,1232.529,0.171339,-399.339268,-399.32965,-399.328706,-399.375355,34.647,Cc1[nH]ncc1N(C)C
3.1413,75.76,-0.2504,0.0257,0.2762,1600.748,0.146606,-435.292894,-435.282832,-435.281888,-435.328787,35.226,CCOC(N)=NCC#N
3.6985,79.87,-0.2373,0.0059,0.2432,1576.4386,0.170611,-436.533544,-436.523111,-436.522167,-436.570491,36.655,CCNC(=O)NC(C)=N
1.6398,84.92,-0.2142,0.0789,0.2931,1094.4187,0.195545,-367.17472,-367.166293,-367.165349,-367.207057,33.907,CC1C2C3CN3CC12C
5.3107,76.53,-0.2657,0.0107,0.2764,1832.8614,0.134195,-417.960824,-417.950968,-417.950024,-417.996652,34.654,C#CCNCC(O)C#N
3.0124,72.58,-0.2443,-0.0409,0.2034,1140.4438,0.147403,-439.118223,-439.109437,-439.108492,-439.152534,32.319,NC(=O)C1CCC1C=O
1.3382,77.18,-0.2127,-0.0077,0.2049,1184.5608,0.125023,-442.109228,-442.101125,-442.100181,-442.141761,30.841,Cc1cnc(N)cc1F
3.4885,82.1,-0.2228,-0.0681,0.1546,970.8275,0.135632,-384.624577,-384.617113,-384.616168,-384.65655,29.05,CC1=C2CC3C(C1=O)C23
4.6417,75.62,-0.2974,-0.097,0.2004,1542.9372,0.055274,-430.442569,-430.435601,-430.434657,-430.474941,23.953,N#CC#Cc1ncon1
4.653,65.18,-0.2419,0.0261,0.268,827.6956,0.120904,-358.802771,-358.795676,-358.794732,-358.834054,26.915,N#CC1C(N)C2NC12
1.3521,75.27,-0.2415,-0.0037,0.2378,1125.9259,0.160173,-419.187767,-419.179394,-419.17845,-419.220563,32.123,CC1(CO)C2CN=CN21
1.5328,76.36,-0.2204,-0.0241,0.1963,1378.4626,0.149686,-435.318187,-435.30919,-435.308245,-435.352605,31.857,CNC(=O)C1=NCCN1
1.6219,81.62,-0.2182,0.0774,0.2956,943.4197,0.174123,-365.943518,-365.936937,-365.935993,-365.974,28.243,C1C2CC34CCC3C1N24
5.9388,68.6,-0.2425,0.0306,0.2731,921.8371,0.143181,-360.031826,-360.023356,-360.022412,-360.064452,31.406,N#CC1(N)CCC1N
2.2192,82.54,-0.2437,-0.013,0.2307,2321.0727,0.154966,-423.013481,-423.002164,-423.001219,-423.05442,37.291,CC(=O)CCC#CCO
6.7877,78.4,-0.2623,-0.0803,0.182,1167.6736,0.125662,-400.80657,-400.798703,-400.797759,-400.839239,29.292,N#CC1=CCCCC1=O
3.9113,73.6,-0.2581,0.0167,0.2748,1196.2222,0.146307,-439.048835,-439.040085,-439.039141,-439.082837,32.796,CC(O)C1C2OC(=N)C21
5.447,71.15,-0.2624,0.0168,0.2792,1289.7102,0.159088,-460.211049,-460.202104,-460.20116,-460.245143,33.22,CC(O)C1COC(=O)C1
1.5111,78.45,-0.2288,0.0095,0.2384,924.7655,0.161453,-385.87856,-385.87177,-385.870826,-385.909183,28.994,CC12CC3C=CC1C3O2
1.0076,73.86,-0.234,0.0682,0.3023,997.5952,0.159839,-422.989143,-422.981166,-422.980222,-423.020959,32.465,OC1C2CC3CC3C12O
2.7453,70.82,-0.2433,-0.0045,0.2388,1217.8746,0.12625,-437.890426,-437.883019,-437.882075,-437.92425,26.608,c1coc(C2COC2)n1
1.3268,78.79,-0.2245,0.0761,0.3006,1219.7239,0.170726,-403.031792,-403.02368,-403.022736,-403.064859,31.487,CN1CC1C1C2CC1O2
0.9175,91,-0.2477,0.0855,0.3332,2089.2997,0.22684,-389.480127,-389.469072,-389.468128,-389.517162,40.061,CCOCCC1(C)CC1
2.7136,78.19,-0.2442,0.0316,0.2758,1539.3559,0.157158,-422.964721,-422.955047,-422.954103,-423.000183,34.824,C#CC(O)CC1CCO1
1.3973,68.54,-0.2316,0.066,0.2976,839.5306,0.140879,-363.76057,-363.753256,-363.752312,-363.791543,28.574,CC12NC3(C)C1OC23
3.2441,68.04,-0.2767,-0.0503,0.2264,1081.193,0.089416,-415.521876,-415.515153,-415.514209,-415.553282,25.308,N#CC1C2C3C(=O)C2N13
1.8267,80.58,-0.2426,0.0802,0.3228,969.279,0.185166,-387.062473,-387.055272,-387.054328,-387.093525,30.391,CC12COC1C1CC2C1
1.4907,71.22,-0.2299,0.0336,0.2635,993.2847,0.109688,-420.49144,-420.483626,-420.482681,-420.523346,30.813,C#CC1C2C3OC3C12O
3.4013,73.83,-0.2427,-0.064,0.1787,917.4162,0.127122,-400.730289,-400.723826,-400.722882,-400.761034,26.224,O=C1C=CC2CC3C1N23
2.4594,83.88,-0.2292,-0.0079,0.2213,1380.7273,0.182086,-387.085285,-387.076188,-387.075244,-387.120076,33.939,CCC(=O)C1C2CCC21
1.3869,70.13,-0.2261,0.0084,0.2345,1122.5121,0.111902,-416.662315,-416.655197,-416.654253,-416.694537,26.912,N=COC12C3C4C1N4C32
1.288,75.64,-0.1693,0.061,0.2304,1024.5055,0.154757,-344.014583,-344.006057,-344.005113,-344.047285,31.566,CNc1c[nH]cc1C
1.9281,64.65,-0.2496,-0.0433,0.2063,875.9317,0.104441,-382.48537,-382.477429,-382.476485,-382.518155,28.047,C#CC1(C=O)CCO1
1.6664,69.01,-0.2157,0.0156,0.2312,1226.5163,0.16346,-402.221682,-402.211754,-402.21081,-402.257007,34.002,CNC(C)C(=O)OC
2.7724,79.58,-0.2457,-0.0217,0.2239,1037.1325,0.161391,-385.911155,-385.903796,-385.902852,-385.942982,29.602,O=CC12C=CC(CC1)C2
3.2125,76.44,-0.2348,0.0365,0.2713,1243.9782,0.171253,-440.334725,-440.325354,-440.32441,-440.369621,34.153,CCN1CC(O)CC1=O
5.1075,77.72,-0.2442,-0.018,0.2263,1908.5663,0.145985,-439.085512,-439.076127,-439.075182,-439.122303,31.857,O=CCCN=C1CCO1
2.4412,76.48,-0.2379,0.0672,0.3051,1324.7122,0.157048,-422.966472,-422.957548,-422.956604,-423.000915,33.336,OC1CC12CC1(CO1)C2
3.0225,73.59,-0.2509,-0.0301,0.2208,1243.2184,0.133473,-421.779881,-421.770678,-421.769734,-421.815373,32.271,C#CCC(=O)C1COC1
4.2995,58.46,-0.2596,-0.105,0.1545,789.0451,0.048724,-429.492222,-429.486194,-429.48525,-429.522752,21.191,c1noc2onnc12
2.4646,67.5,-0.2289,-0.0251,0.2038,841.1656,0.143975,-363.866522,-363.859817,-363.858873,-363.897571,26.027,O=C1CN2CCCC12
4.8677,64.24,-0.2791,-0.0101,0.269,1089.3621,0.099811,-473.796963,-473.789374,-473.78843,-473.829829,27.524,N=C1OC2C(OC=O)C12
2.37,76.84,-0.2534,0.0424,0.2958,1259.625,0.158205,-422.97229,-422.963034,-422.96209,-423.00622,35.255,C#CC1CC(O)C1CO
0.4175,71.89,-0.2467,0.0038,0.2505,1326.6538,0.146459,-476.181377,-476.172338,-476.171394,-476.215671,32.727,COC1CC(=NO)CO1
2.1321,87,-0.216,-0.0185,0.1974,1449.9899,0.123507,-400.773089,-400.763993,-400.763049,-400.809348,31.18,CC#Cc1ocnc1C
2.9296,82.36,-0.2306,-0.0089,0.2217,1179.3735,0.184029,-387.121526,-387.11332,-387.112376,-387.154315,32.644,O=C1CCCC2(CC2)C1
1.6135,69.25,-0.2647,-0.0841,0.1806,1959.5462,0.121002,-475.036374,-475.026678,-475.025733,-475.072965,32.092,N=C(C=O)OCCC=O
2.0319,75.83,-0.2247,0.0081,0.2328,1358.6228,0.170416,-440.299744,-440.290071,-440.289127,-440.335161,34.401,COC(=O)C1CC(C)N1
2.9919,84.24,-0.2643,-0.0593,0.2051,1833.8144,0.155806,-423.003959,-422.99292,-422.991976,-423.042276,36.919,CCC(C#CC=O)CO
3.6188,74.84,-0.2307,-0.0317,0.199,1372.3395,0.132092,-455.172164,-455.161994,-455.16105,-455.208167,35.249,CC(=O)C(C=O)N=CN
1.1927,74.57,-0.2361,0.0647,0.3007,989.9492,0.160331,-422.981083,-422.973519,-422.972574,-423.012751,30.736,OC1C2CC(O2)C12CC2
1.2822,64.07,-0.2434,0.0115,0.255,710.3673,0.133706,-383.750621,-383.744773,-383.743829,-383.780314,23.79,C1=CC2COC(C1)O2
4.7531,68.11,-0.2672,-0.0571,0.2101,993.5756,0.0993,-436.708968,-436.700587,-436.699643,-436.742603,30.065,N#CC1(O)C=CCC1=O
4.4076,71.28,-0.2434,-0.0398,0.2036,1111.3964,0.114761,-454.047693,-454.039805,-454.038861,-454.080921,28.631,Cn1ccc(=O)[nH]c1=O
3.5554,80.66,-0.2171,0.0282,0.2453,1325.9988,0.181354,-420.41019,-420.400402,-420.399458,-420.44489,36.03,CN1CC(C)(NC=O)C1
1.5149,73.16,-0.217,0.0199,0.2369,906.4066,0.153829,-347.777803,-347.770426,-347.769482,-347.808836,29.531,CC1=CC2(O)CC1C2
3.7777,73.64,-0.2585,-0.0119,0.2466,1262.486,0.124126,-434.007144,-433.998964,-433.998019,-434.041319,29.441,N=COC1C(=N)N2CC12
1.9928,67.58,-0.2423,0.0715,0.3138,826.5509,0.143172,-363.795214,-363.788166,-363.787222,-363.826189,27.88,OC1C2CC3(CN3)C12
4.3804,72.72,-0.2493,0.0595,0.3088,1038.5643,0.148047,-439.108557,-439.10059,-439.099646,-439.141867,30.433,CC12CCC1OC(=N)O2
2.2934,75.9,-0.2303,0.0108,0.2412,1097.5697,0.136426,-417.888469,-417.881068,-417.880123,-417.920328,29.525,ON=C1CC2C3NC3C12
3.1609,76.12,-0.2457,0.0161,0.2618,993.7957,0.138997,-380.813082,-380.806392,-380.805447,-380.844022,27.612,N#CC12CN(C1)C1CC12
